AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous
Lion,Fever,Chills,Sweat,Head ache,Fatique,Yes
Lion,Fever,Loss of appetite,Weakness,Weight loss,Vomitting,Yes
Lion,Dullness,Lacrimation,Coughing,Diarrhea,Seizures,Yes
Lion,Vomiting,Bloody diarrhea,Lethargy,Dehydration,Anorexia,Yes
Lion,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat,Yes
Lion,Fever,Poor coat condition,Infection of the skin,Weight loss,Fatique,Yes
Lion,Weakness,Stiffness,Trembling,White mark on the muscle,Loss of vitamin E,Yes
Fox,Partial Paralysis,Staggering as drunk,Self Mutilation,Acting aggressive,Acting unnaturally tame,Yes
Fox,Fever,Tiredness,Headache,Skin rashes,Pain,Yes
Fox,Thick Crusting,Itchiness,Hair loss,Watery eye,Pain,Yes
Fox ,Constant pacing,Facial muscle twitching,abnormalalities,Blindness,Muscle pain,Yes
Fox,Loss od appetite,Wheezing,Seizuers,Skin rashes,Fatique,Yes
Fox,Indigestion,Abdminal pain,Constipation,Diarrhea,Nausea,Yes
Fox,Blood in urine,Diarrhea,Vomiting,Lethargy,Bleeding in eye and skin,Yes
Goat,Fever,Malaise,Weakness,Weight loss,Pain,Yes
Goat,Fever,Diarrhea,Vomiting,Stomach cramps,Nausea,Yes
Goat,Fever,Lack of coordination,Depression,Salivation,Facial paralysis,Yes
Goat,Sores on lip,Infection,Sores on lower leg and teats,Lesion,Pain,Yes
Goat,Abortion on late pregancy,Stillbirth,Retained Placenda,Endomeritis,Decrease appetite,Yes
Goat,paresis,paralysis,Weakness,Stomach cramps,Diarrhea,Yes
Goat,Fever,Diarrhea,Swelling,Weight loss,Pain,Yes
Goat,Fever,Hemolytic anemia,Hemoglobinuria,pulmonary congestion,Jaundice,Yes
Goat,Abortion ,Mummification,Stillbirth,Weak kids,Pain,Yes
Goat,Runny nose,Difficulty in breathing,Coughing,Weakness,Loss of appettite,Yes
Goat,Fever,Nasal discharge,Respiratory distress,Pox lesion,Pain,Yes
Goat,Fever,Dark colored bloody,Incoordination,Difficulty in breathing,Terminal convulsion,Yes
Goat,Fever,Dysentery,Swelling,Immediate death,Pain,Yes
Goat,Fever,Respiratory distress,Mucous discharge,Reduce feed,Weight gain,Yes
Goat,Decreased milk,Holding limbs off the ground,Weight loss,Lameness,Wool production,Yes
Goat,Swelling of udder,change in milk,Swollen,Tender to touch,Pain,Yes
Goat,Fever,Respiratory distress,Occular discharge,Mouth lesion,Nasal Discharge,Yes
Goat,Fever,Wound lesion,Excess salivary,Difficult in walking,Pain,Yes
Goat,Emaciation,Edema in lower jaw,Coughing,Shivering,Anemia,Yes
Goat,Fever,Reduce growth,Kid moratality,Weakness,Dullness,Yes
Goat,Fever,Reduce growth,Edema in lower jaw,Weight loss,Anemia,Yes
Goat,Emaciation,Diarrhea,Kid moratality,Weakness,Anemia,Yes
Goat,SkinAllergy,Reduce growth,Wound,Head ache,Dizziness,Yes
Goat,Watering of eyes,Redness of white of the eye,Swelling of eyelid,Cornea become cloudy,Tear production,Yes
Goat,Berberi,Wasting,Nervous,Weight loss,Anorexia,Yes
Goat,Gastritis,morbidity,Bloody,Mortality,Anemia,Yes
Deer,Fever,Severe headache,Vomiting,Coughing,Fatique,Yes
Deer,Fever,Tiredness,Swollen kidney,Hematuria,Muscle aches,Yes
Deer,Fever,Diarrhea,Decreased appetite,Vomiting,Bloody,Yes
Deer,Gas,Diarrhea,Abdominal discomfort,Vomiting,Nausea,Yes
Deer,Drooping ears,Lack of coordination,Drooling,Wasting,Listlessness,Yes
Chicken,Edema,diarrhea,Nasal Discharge,Decresed egg production,Sneezing,Yes
Chicken,Drooping wings,Depression,Nasal Discharge,Coughing,Greenish diarrhea,No
Chicken,Weakness,Yellow or green dropping,Purplish combs,Wattles,Drop on egg production,No
Chicken,Neck paralysis,Diarrhea,ruffled feathers,Labored breathing,Weakness,No
Chicken,Facial Swelling,Lacrimation,Diarrhea,Anorexia,Nasal Discharge,No
Chicken,loss of appetite,Depression,Paralyzed leg,Weight loss,Anemia,No
Chicken,Dejection,Loss of appetite,Slow growth,Diarrhea,Lesion,No
Chicken,Severe swellimg,Heavy Breathing,Diarrhea,Weight loss,Pain,No
Chicken,Weakness,Diarrhea,High moratality,Dehydration,Anorexia,No
Monkey,Fever,Hepatitis,Skin rashes,Weight loss,Pain,No
Monkey,Sneezing,Epistaxis,Coughing,Difficulty in breathing,Nasal Discharge,No
Monkey,Sneezing,Unilateral Nasal discharge,Gagging,Retching,Weight loss,Yes
Monkey,Fever,Depression,Coughing,Weight loss,Anorexia,Yes
Monkey,Shallow breathing,Halitosis,Coughing,Lethargy,Nasal Discharge,Yes
Monkey,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Infection,Yes
Monkey,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Pain,Yes
Monkey,Fever,Rhinorrhea,Coughing,Sneezing,Dehydration,Yes
Monkey,Fever,Rhinorrhea,Coughing,Facial edema,Dyspnea,Yes
Monkey,Fever,Rhinorrhea,Coughing,Sneezing,Nasal Discharge,Yes
Monkey,Mortality,Painfull,Coughing,Weight loss,Nasal Discharge,Yes
Monkey,Skin rashes,Diarrhea,Death,Facial edema,Pain,Yes
Monkey,Fever,Dyspnea,Coughing,Lethargy,Weightloss,Yes
Monkey,Fever,Dyspnea,Coughing,weakness,Anorexia,Yes
Monkey,Facial edema,Dyspnea,Conjuctivtis,Weakness,Pharyngitis,Yes
Monkey,Fever,Pneumonia ,Congestion,Lethargy,Nasal Discharge,Yes
Monkey,Fever,Death,Coughing,Weight loss,Nasal Discharge,Yes
Monkey,Sneezing,Convulsion,Seizuers,Weight loss,Nasal Discharge,Yes
Monkey,Fever,Death,Coughing,Dyspnea,Anorexia,Yes
Monkey,Dyspnea,Difficulty in breathing,Coughing,Lethargy,Nasal Discharge,Yes
Monkey,Air sacculitis,Halitosis,Coughing,Enteritis,Weight loss,Yes
Monkey,Fever,Convulsion,Sudden death,Urine retention,Weight loss,Yes
Monkey,Dyspnea,Neurologic sign,Coughing,Depression,Anorexia,Yes
Monkey,Fever,Dyspnea,Coughing,Lethargy,Anorexia,Yes
Monkey,Labored breathing,Dyspnea,Coughing,Depression,Anorexia,Yes
Monkey,Blood from mouth,Diarrhea,Coughing,Lethargy,Weight loss,Yes
Monkey,Hemopytsis,Diarrhea,Asymptomatic,Death,Epistaxis,Yes
Monkey,Restlessness,Weakness,Blue straws,Death,Pain,Yes
Birds,Stripped remiges,Less Feather growth,Ruffled feathers,Defienciency in vitamin,Diarrhea,Yes
Birds,Apathy,Depression,Dilation of duodenum,Cloacal pasting,Congestion,Yes
Birds,Lepatomegaly,Splenomegaly,Vomiting,Swollen,Shaking oh head,Yes
Birds,Balance problem,Abdominal destention,Neck Paralysis,Weight loss,Pains,Yes
Birds,Legness,Paresis,Coughing,Weight loss,Shortness of breath,Yes
Birds,Fever,Sour Throat,Mortality,Muscle aches,Abnormalities,Yes
Birds,Difficulty in feeding,Preening,Weakness,Beak overgrowth,Anemia,Yes
Birds,Fever,Loss of appetite,Ear infection,Depression,Nasal Discharge,Yes
Birds,Forthy eye,Torticollis,Weakness,Swelling,Emaciation,Yes
Birds,Inappentence,Diarrhea,Tremors of the head,Dehydration,Weight loss,Yes
Birds,Lack of walking,Lack of flying,Roughened,Dehydration,Pains,Yes
Birds,Skin rashes,Small and yellow bumps,Swelling,Dry Scabs,Lameness,Yes
Birds,Scabs On feet,Redness ,Trachea,Thickening of skin,Pains,Yes
Birds,Enlarged Thymus,Obstructed Lungs,Lethargy,Skin rashes,Weight loss,Yes
Birds,Fluffed Feather,Loss of appetite,Coughing,Vomiting,Snoring,Yes
Birds,Fever,Difficultty in Breathing,Yellow Eye,Sneezing,Diphtherictic,Yes
Birds,Heavy Breathing,Yellow in beak,Tail_Bobbing,Weakness,Sleeping Excessively,Yes
Birds,Puffed_up Feather,Less Eat,Headache,Half-closed eye,Seizures,Yes
Birds,Fever,Diarrhea,Swollen Abdomen,Vomiting,Difficulty in Breathing,Yes
Birds,Tail Wagging,Straining,Lethargy,Weakness,Diarrhea,Yes
Birds,Overweight,Loss of Appetite,Ruffled feathers,Depression,Diarrhea,Yes
Birds,Dejection,Loss of Appetite,Stress,Coughing,Pains,Yes
Birds,Skin infection,Secondary Infection,Coughing,Depression,Shaking oh head,Yes
Birds,Discharge From eyes,Lethargy,Coughing,Sneezing,Fatique,Yes
Birds,Fever,Chills,Retarded Growth,Chest Pain,Chest Pain,Yes
Birds,Pale comb,Lame,Death,Swolling of joint,Eye closed,Yes
Birds,Lethargy,Loss of appetite,Difficulty in Swallowing,Weakness,Vision Problem,Yes
Birds,Emaciation,Difficulty in breathing,Vomiting,Weakness,Diarrhea,Yes
Birds,Liquid Dropping,Exhaustion,Ataxia,Lethargy,Seizures,Yes
Birds,Undigested in their feces,Loss of Appetite,Loss of pigment,Weakness,Bloody in feather,Yes
Birds,Sharp Feather,Clubbed Feather,Eye disharge,Loss of powder down,Diarrhea,Yes
Birds,Ruffled Appearance,Loss of Appetite,Vomiting,Green Dropping,Nasal Discharge,Yes
Birds,Sinuses,Swollen Eyelids,Skin rashes,Sneezing,Misshapen Beak,Yes
Birds,Feather Loss,Feather Plucking,Coughing,Itching,Nasal Discharge,Yes
Birds,Watery Eyes,Eye closed,Weight loss,Sneezing,Nervous Issue,Yes
Birds,Bony Lesion,Skin Rashes,Ataxia,Anorexia,Weakness,Yes
Birds,Tremor of head and neck,Blindness,Kicking at the belly,Exercise in tolerance,Pains,Yes
Sheep,Swollen Belly,Dullness,Discharge,Urination,Lying down,Yes
Sheep,Fever,Dullness,Depression,Weight loss,Anorexia,Yes
Sheep,Fever,Succumb,Spread of infection,Weight loss,Anorexia,Yes
Sheep,Signs in rams,Signs in ewe,Underdeveloped muscles,Semen Examination,Reduce Lamp marking,Yes
Sheep,Spines,Unusally thin,Weakness,Enlarged skulls,Weakness,Yes
Sheep,Discharge ,Sudden Abortion,Hemoglobinuria,Death of lamb,Weight Loss,Yes
Sheep,Fever,Hemolytic anemia,Sweats,congestion,Jaundice,Yes
Sheep,Fever,Tiredness,loss of appetite,Muscle aches,Chest Pain,Yes
Sheep,Excess salivation,Diarrhea,Depression,Nasal discharge,Weakness,Yes
Sheep,Fever,Diarrhea,Incoordination,Abortion,Blood Poisioning ,Yes
Sheep,Fever,Wasting,Dehydration,Deability,Weakness,Yes
Sheep,Fever,Diarrhea,Muscle twiching,Lameness,Weight loss,Yes
Sheep,Teeth griding,Apathy,Dehydration,Ruminal stasis,Watery faeces,No
Sheep,Fever,Depression,Lying down,Weak Pulse,Colic,Yes
Sheep,Swelling,Lameness,Hyperaestesia,Hock joint,Weight loss,Yes
Sheep,Head tilt,Circling,Muscles ache,Blindness,Seizures,Yes
Sheep,Decreased growth of bone,Depression,Grunting,Lameness,Weight loss,Yes
Sheep,Swollen left abdomen,Lying Down,Staggering,Urination,Extension of neck,Yes
Sheep,Cessation of eructation,Difficulty in breathing,Depression,Anorexia,Colic,Yes
Sheep,Fever,Excession Salivation,Abnormal conformation,Ulcerated muscle,Ulcerated ear,Yes
Sheep,Barren ewes,Abortion,Poor conformation,Hairy Fleeces,Weight loss,Yes
Sheep,Tremor ,Viability,Coughing,Anorexia,Weight Loss,Yes
Sheep,Fever,Tachypea,Swelling of head and neck,Anorexia,Nasal Discharge,Yes
Sheep,lllthrift,Skin Lesion,Lameness,Swelling on theBody,Weight loss,Yes
Sheep,Swelling,Heat,Flank,Pain,Nasal Discharge,Yes
Sheep,Fever,Loss of appetite,Lameness,Rump,Weight Loss,Yes
Sheep,Fever,Swelling,loss of appetite,Anorexia,Weight Loss,Yes
Sheep,Fever,Diarrhea,Bloody droping,Abdominal discomfort,Lethargy,Yes
Sheep,Fever,Depression,Small intestines,Death,Flock Moratality,Yes
Sheep,haemorrhage,Straw colored,Abdominal pain,Death,Carcass decomposes,Yes
Sheep,Bloody Diarhhea,Depression,Dullness,Death,Weakness,Yes
Sheep,Reluctant Move,Loss of Appetite,Lameness,Death,Weakness,Yes
Sheep,Fever,Depression,loss of appetite,Loss of appetite,Pains,Yes
Sheep,Fever,Difficulty in breathing,Lethargy,Death,Pains,Yes
Sheep,Poor wool,Loss of Appetite,Lameness,Small size,Poor Body condition,Yes
Sheep,Poor immune function,Achomotrica,Dehydration,Death,Pains,Yes
Sheep,Abdominal pain,Diarrhea,Malpresentation,Shock,Anorexia,Yes
Sheep,Fetopelvic dispropotion,Uteria inertia,Despression,Death,Pains,Yes
Sheep,Watery Diarrhea dispropotion,Sick,Corneal Ulceration,Loss of appetite,Death,Yes
Sheep,Severe kerititis,Conjunctive,Discharge,Iris prolapse,Loss of eye,Yes
Sheep,Swollen,Testical Pain,Itches,Bloody discharge,Tenderness,Yes
Sheep,Fever,Diarrhea,Depression,Scratches,Weight Loss,Yes
Sheep,Foul Smelling,Dullness,Dirty,Stained Wool,Tail shaking,Yes
Sheep,Sheep often bites,Fleece become thin,Loss of wool,Death,Pains,Yes
Sheep,Fever,Dullness,Dullness,Skin Rashes,Pains,Yes
Sheep,Fever,Difficulty in breathing,Rub,Coughing,Sneezing,Yes
Sheep,Restlessness,Kick,Lethargy,Nible at their wool,Scratching,Yes
Sheep,Jaundice,Loss of appetite,Rough Hair coat,Coughing,Death,Yes
Sheep,Fever,Reduce Reproductive potential,Agalactia,Loss of milk production,Sloughing of the tail,Yes
Sheep,Pyrexia,Oral lesion,Swelling,Lameness,Death,Yes
Sheep,Red skin,Loss of appetite,Moist,Lameness,Pains,Yes
Sheep,Limping,Skin colour change,Flabby,Raw,Sensitive to touch,Yes
Sheep,Groosly enlarged,Skin may thicken,Convulsion,Edematous,Pains,Yes
Sheep,Hyperexcitability,Muscular Spasms,Gums,Death,Pains,Yes
Sheep,Decreased eyelid,Very cold skin,Lethargy,Lip,Fever,Yes
Sheep,Fever,Diarrhea,Muscus,Weight loss,Death,Yes
Sheep,Foul Smelling,Diarrhea,Colic,Bloody discharge,Blood Clots,Yes
Sheep,Inability to digest,Diarrhea,Dehydration,Weight loss,Anemia,Yes
Sheep,Fever,Diarrhea,Pot belly,Death,Loss of appettite,Yes
Sheep,Emaciation,Diarrhea,Coughing,Weight loss,Death,Yes
Sheep,Respiratory distress,Diarrhea,Death,Reduce milk ,Weight loss,Yes
Sheep,lllthrift,Bottle jaw,Strange behaviour,Aneamia,Jaundice,Yes
Sheep,Fever,Lameness,Wasting,Blindness,Staggering,Yes
Sheep,Fever,Diarrhea,Clearly unthrifty,Weight loss,Good appetite,Yes
Sheep,Fever,Dullness,Relunctance to walk,Infected navels,Pains,Yes
Sheep,Tenderness,Foot Hot,Facial Paralysis,Weight loss,Pains,Yes
Sheep,Fever,Lack of coordination,Painfull to touch,Circling,Depression,Yes
Sheep,Swollen,Warm,Constipation,Depression,Bloody,Yes
Sheep,Fever,Loss of appetite,Stumbling,Restlessness,Pains,Yes
Sheep,Unsteady Gait,Twitching,Blindness,Swelling on joints,Pains,Yes
Sheep,Fever,Ulcer,Scabs,Discharge from eye,Pains,Yes
Sheep,Smell of ammonia,Ulcer,Depression,Swelling,Pains,Yes
Sheep,Fever,Lethargy,Blindness,Inappentence,Increased in breathing,Yes
Sheep,Wandering,Circling,Blindness,Head Pressing,Recumbency,Yes
Sheep,Tremors,Lying on the side,Difficulty in Swallowing,Death,Not eating,Yes
Sheep,Fever,Difficulty in breathing,Coughing,Sneezing,Seizures,Yes
Sheep,Swelling,Loss of appetite,Wool loss,Tears,Death,Yes
Sheep,Wool is clumped,Feels stiff,Staggering,Skin Rashes,Pains,Yes
Sheep,Swaying,Behaviour change,Tremor,Jerky limb movements,Pains,Yes
Sheep,Cell Damage,Behaviour change,Weight loss,Pruritis,Death,Yes
Sheep,Swelling,Discomfort,Difficulty in rising,Death,Pains,Yes
Sheep,Swollen,Hot joints,Pustulses,Difficulty in Walk,Pains,Yes
Sheep,Formation of vesicles,Nostrils,Abnormally long leg,Scabs on lip,Pains,Yes
Sheep,Skeleten abnormalities,Facial defects,Hair loss,Flat ribs,Underdeveloped muscles,Yes
Sheep,Wether restless,Kicking,Normal appetite,Attempt to urinate,Pains,Yes
Sheep,Inability to stand ,Pains to Walk,Depression,Weakness,Stiffness,Yes
