AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous
gato,Sensibilidad a la luz brillante,Secreción del ojo afectado,Inflamación,Córnea nublada,Frotarse el ojo,Yes
gato,Fiebre,Diarrea,Vómitos,Calambre,Deshidración,Yes
gato,Ternura,Eritema, Hinchazón,Escarcha,Dolor,Yes
gato,Fiebre,Diarrea,Vómitos,Salivación,Disminuir el apetito,Yes
gato,Manchas escamosas de piel,Doloroso,Costras,Escarcha,Pérdida de cabello,Yes
gato,Heces grasas,Diarrea,Vómitos,Pérdida de peso,Dolor,Yes
gato,Náuseas,Pérdida de apetito,Vómitos,Firme,Estómago distendido,Yes
gato,Fiebre,Hinchazón en la zona de la picadura.,Letargo,Cojear,Dolor,Yes
gato,Fiebre,Pérdida de apetito,Problema ocular,Enfermedad del hígado,Neurológico,Yes
gato,Fiebre,Estornudos leves,Tos,Nasal,Secreción ocular,Yes
Conejo,"La mayoría de las veces, ninguna",Estornudos,Secreción nasal,Disnea,Dolor,Yes
Conejo,Fiebre,Diarrea,Vómitos,Sangre de la boca,Choque,Yes
Conejo,Malestar,Diarrea,Cabello seco o sin brillo,Rechinar los dientes,Dolor,Yes
Conejo,Pérdida de apetito,Hinchazón,Secreción nasal,Ceguera,Letargo,Yes
Conejo,Rinitis,Neumonía,absceso,Tortícolis,Septicemia,Yes
Conejo,Fiebre,Diarrea,Enteritis,Pérdida de peso,Calambres estomacales,Yes
Conejo,Muerte inmediata,Dificultad para respirar,Labios de color azul,Secreción sanguinolenta,Anormalidades neurológicas,Yes
Conejo,Fiebre,Lesión de viruela en la piel,La piel se enrojece,Secreción nasal,La mortalidad varía,Yes
Conejo,Rojo en la zona afectada,Crecimiento córneo,Crecimiento similar a una verruga,Piel roja,Lesiones en el oído,Yes
Conejo,Fiebre,Escalofríos,Úlcera de la piel,Agotamiento,Hinchado y doloroso,Yes
Conejo,Diarrea que riega,Depresión,Adelgazamiento,Abrigo con volantes,Letargo,Yes
vaca,pérdida de peso,adelgazamiento,pérdida de apetito,Debilidad,diarrea,Yes
pollo,pérdida de apetito,diarrea,acacia púrpura hinchada,Peine hinchado,Cojera,Yes
pollo,pérdida de apetito,diarrea,plumas erizadas,Pérdida de peso,Incapacidad para absorber nutrientes,Yes
pollo,La producción de huevos disminuye,crecimiento atrofiado,Ceguera,Bultos distintivos,Hinchazón facial,Yes
pollo,pérdida de apetito,sed,plumas erizadas,Ojos cerrados,Diarrea,Yes
vaca,Fiebre,piernas debilitadas,pérdida de la capacidad de caminar,Glaciares mamarios,Ampollas rellenas de fluido,Yes
vaca,Fiebre,piernas debilitadas,pérdida de la capacidad de caminar,Pérdida de peso,Cojera,Yes
ganado, aborto al final de la gestación,Fatiga,pantorrillas débiles,Unir dolores,Hinchazón de los órganos internos,Yes
mamífero,hinchado, de color rojo,ubre caliente,La leche sale más aguada,La leche sale más espesa,Yes
Ganado,Fiebre,Angustia,Temblor,Asombroso,Convulsión,Yes
Ganado,Fiebre,El animal se vuelve cojo,Postrarse,Dolor al tragar,Cojera,Yes
Ganado,Fiebre,Dificultad para respirar,Goteo de saliva,Incapacidad de alimentación de Swallown,Húmedo y doloroso,Yes
Ganado,Heces fluidas en sangre y músculo,Muerte súbita,Líquido sangriento,Diarrea roja,Las heces están manchadas de sangre.,Yes
Ganado,Fiebre,Neumonía,De pie con la cabeza gacha,Pérdida de peso,Comportamiento anormal,Yes
Ganado,Fiebre,Ligeramente hinchado,Lesión en la piel,Duro como la leche,Aparecen pápulas en los pezones y la ubre.,Yes
Ganado,Fiebre,Aburrido,Suelo troceado en cuartos traseros,Parada de alimentación para animales,Disminución de la producción de leche,Yes
Ganado,Severo,Diarrea,Sangre en las caras,Apetito,Leche reducida,Yes
Ganado,Fiebre,Depresión,Renuencia a moverse,Salivación,Secreción nasal,Yes
Ganado,Apetito normal,Diarrea,Puede aparecer hinchazón debajo de la mandíbula.,Pérdida de peso,Caída en la producción de leche,Yes
Ganado,Hinchazón en la pierna,Calor,Dureza,Enrojecimiento,Dolor,Yes
Ganado, Incapacidad para mantenerse en pie,Diarrea,Mandíbula de botella,Barriga cervecera,Pelaje de pelo seco,Yes
Ganado,Excitabilidad,Nerviosismo,pérdida de apetito,Hipersensibilidad,Debilidad,Yes
Ganado,Fiebre,Depresión,Ataque,Morder a otros animales,Dolor,Yes
Ganado,Fiebre,Dificultad para respirar,Tos,Doloroso,Los ojos se vuelven opacos,Yes
Ganado,Fiebre,Úlcera en la encía,Ojo rojo,Secreción amarillenta,Diarrea con sangre,Yes
Ganado,Fiebre,Diarrea,Tos,Consistencia de la leche,Dolor,Yes
Ganado,El animal se pone inquieto,Dificultad para respirar,Dificultad para respirar,Producción excesiva,Estampación y pedding del ojo trasero,Yes
Caballo,Fiebre,Escalofríos,Cólico severo,Debilidad,Anorexia,Yes
Caballo,Fiebre,Rigidez corporal,Letargo,Inflamación severa,Dolor,Yes
Caballo,Enfermedad,Diarrea,Pérdida de peso,Náuseas,Deshidración,Yes
Caballo,Muerte súbita,Dificultad para caminar,Parálisis,Depresión,Convulsión,Yes
Caballo,Fiebre,Aborto provocado,Insuficiencia renal,Inflamación del ojo,Enrojecimiento de los ojos,Yes
Caballo,Pequeñas protuberancias rojas,Neumonía,Artritis séptica,Infección de la piel,Dolor,Yes
Caballo,Fiebre,Ataxia,Agresividad,Depresión,Cojera oscura,Yes
Caballo,Lesión en forma de anillo,Parches redondos,Piel seca,El tamaño de las lesiones varía,Dolor,Yes
Caballo,Fiebre,Diarrea,pérdida de apetito,Cólico,Debilidad,Yes
Caballo,Fiebre,Depresión,pérdida de apetito,Tropezando,Ataxia,Yes
Tortuga,Burbujas en la boca,Sibilancia,pérdida de apetito,Letargo,Secreción nasal,Yes
Tortuga,Cambios en la capa externa de la piel,Hinchazón del ojo,pérdida de apetito,Letargo,Infección respiratoria,Yes
Tortuga,Tinte rojo,Delgado sobre la concha,Mal olor,Se daña fácilmente la carcasa,Descamación de los escudos,Yes
Tortuga,Expulsión de alimentos no digeridos,Diarrea,Vómitos,Gases o hinchazón,Deshidración,Yes
Hámster,Oler,Diarrea,pérdida de apetito,Exceso de sueño,Orejas dobladas,Yes
Hámster,Pérdida de actividad,Pelaje áspero,pérdida de apetito,Pérdida de peso,Finalmente la muerte,Yes
Hámster,Fiebre,Diarrea,Vómitos,Deshidración,Dolor,Yes
Hámster,Parches de calvicie,Pérdida de cabello,Crujiente,Escamoso,Lesión roja en las zonas calvas,Yes
Hámster,Mala condición,Ganglios linfáticos agrandados,Diarrea,Pérdida de peso,Dolor,Yes
Hámster,Fiebre,Escalofríos,Tos,Debilidad progresiva,Dolor en las articulaciones,Yes
Hámster,Infección grave,Diarrea,Deficiencia de vitaminas y minerales,Pérdida de peso,Dolor,Yes
León,Fiebre,Diarrea,Debilidad muscular,Dolor muscular,Malestar abdominal,Yes
León,Fiebre,Escalofríos,Dolor de cabeza,Náuseas,Dolor,Yes
León,Piel engrosada,Tintado del cabello,Pérdida de cabello,Formación de costras,Picazón,Yes
León,Edema facial,Pérdida de la oreja,Vómitos,Dolor de cabeza,Dolor de garganta y oído,Yes
León,Malestar general,Insuficiencia hepática,Vómitos,Pérdida de peso,Dolor abdominal,Yes
León,Malestar estomacal,Pérdida de apetito,Náusea,Pérdida de peso,Dolor abdominal,Yes
León,Fiebre,Pérdida de masa muscular,Dolor esquelético,Pérdida de peso,Debilitante,Yes
León,Edema,Hinchazón de la cara o la pierna,Hinchazón del cuello,Pérdida de peso,Dolor,Yes
León,Crecimiento pobre,Baja estatura,Agrandamiento de los huesos,Cojera,Huesos largos que soportan peso,Yes
León,Fiebre,Escalofríos,Sudor,Dolor de cabeza,Fatiga,Yes
León,Fiebre,Pérdida de apetito,Debilidad,Pérdida de peso,Vómitos,Yes
León,Lo aburrido,Lagrimeo,Tos,Diarrea,Convulsiones,Yes
León,Vómitos,Diarrea sanguinolenta,Letargo,Deshidración,Anorexia,Yes
León,Fiebre,Escondite poco característico,Depresión,Deshidración,Dejó de comer,Yes
León,Fiebre,Mala condición del pelaje,Infección de la piel,Pérdida de peso,Fatiga,Yes
León,Debilidad,Rigidez,Temblor,Marca blanca en el músculo,Pérdida de vitamina E,Yes
Zorro,Parálisis parcial,Tambaleándose como un borracho,Automutilación,Actuar agresivamente,Actuar de forma antinaturalmente dócil,Yes
Zorro,Fiebre,Cansancio,Dolor de cabeza,Erupciones en la piel,Dolor,Yes
Zorro,Costra gruesa,Picazón,Pérdida de cabello,Ojo lloroso,Dolor,Yes
 Zorro,Ritmo constante,Espasmos musculares faciales,anormalidades,Ceguera,Dolor muscular,Yes
Zorro,Pérdida de apetito,Sibilancia,Convulsionadores,Erupciones en la piel,Fatiga,Yes
Zorro,Indigestión,Dolor abdominal,Constipación,Diarrea,Náuseas,Yes
Zorro,Sangre en la orina,Diarrea,Vómitos,Letargo,Sangrado en ojos y piel.,Yes
Cabra,Fiebre,Malestar,Debilidad,Pérdida de peso,Dolor,Yes
Cabra,Fiebre,Diarrea,Vómitos,Calambres estomacales,Náuseas,Yes
Cabra,Fiebre,Falta de coordinación,Depresión,Salivación,Parálisis facial,Yes
Cabra,Llagas en el labio,Infección,Llagas en la parte inferior de las piernas y en los pezones.,Lesión,Dolor,Yes
Cabra,Aborto en etapa avanzada del embarazo,Nacimiento de un niño muerto,Placenda retenida,Endomeritis,Disminuir el apetito,Yes
Cabra,paresia,parálisis,Debilidad,Calambres estomacales,Diarrea,Yes
Cabra,Fiebre,Diarrea,Hinchazón,Pérdida de peso,Dolor,Yes
Cabra,Fiebre,Anemia hemolítica,Hemoglobinuria,congestión pulmonar,Ictericia,Yes
Cabra, Aborto provocado,Momificación,Nacimiento de un niño muerto,Niños débiles,Dolor,Yes
Cabra,Rinorrea,Dificultad para respirar,Tos,Debilidad,Pérdida de apetito,Yes
Cabra,Fiebre,Secreción nasal,Dificultad respiratoria,Lesión de viruela,Dolor,Yes
Cabra,Fiebre,Sangriento de color oscuro,Incoordinación,Dificultad para respirar,Convulsión terminal,Yes
Cabra,Fiebre,Disentería,Hinchazón,Muerte inmediata,Dolor,Yes
Cabra,Fiebre,Dificultad respiratoria,Secreción mucosa,Reducir la alimentación,Aumento de peso,Yes
Cabra,Disminución de la leche,Manteniendo las extremidades alejadas del suelo,Pérdida de peso,Cojera,Producción de lana,Yes
Cabra,Hinchazón de la ubre,cambio en la leche,Hinchado,Tierno al tacto,Dolor,Yes
Cabra,Fiebre,Dificultad respiratoria,Secreción ocular,Lesión en la boca,Secreción nasal,Yes
Cabra,Fiebre,Lesión de herida,Exceso de saliva,Difícil para caminar,Dolor,Yes
Cabra,Adelgazamiento,Edema en la mandíbula inferior,Tos,Temblando,Anemia,Yes
Cabra,Fiebre,Reducir el crecimiento,Mortalidad infantil,Debilidad,Lo aburrido,Yes
Cabra,Fiebre,Reducir el crecimiento,Edema en la mandíbula inferior,Pérdida de peso,Anemia,Yes
Cabra,Adelgazamiento,Diarrea,Mortalidad infantil,Debilidad,Anemia,Yes
Cabra,Alergia en la piel,Reducir el crecimiento,Herida,Dolor de cabeza,Mareo,Yes
Cabra,Lagrimeo de ojos,Enrojecimiento de la parte blanca del ojo,Hinchazón del párpado,La córnea se vuelve turbia,Producción de lágrimas,Yes
Cabra,Berberi,Debilitante,Nervioso,Pérdida de peso,Anorexia,Yes
Cabra,Gastritis,morbosidad,Sangriento,Mortalidad,Anemia,Yes
Ciervo,Fiebre,Dolor de cabeza severo,Vómitos,Tos,Fatiga,Yes
Ciervo,Fiebre,Cansancio,Riñón hinchado,Hematuria,Dolores musculares,Yes
Ciervo,Fiebre,Diarrea,Disminución del apetito,Vómitos,Sangriento,Yes
Ciervo,Gas,Diarrea,Malestar abdominal,Vómitos,Náuseas,Yes
Ciervo,Orejas caídas,Falta de coordinación,Babeando,Debilitante,Languidez,Yes
Pollo,Edema,diarrea,Secreción nasal,Disminución de la producción de huevos,Estornudos,Yes
Pollo,Alas caídas,Depresión,Secreción nasal,Tos,Diarrea verdosa,No
Pollo,Debilidad,Goteo amarillo o verde,Peines purpurados,Carúnculas,Caída en la producción de huevos,No
Pollo,Parálisis del cuello,Diarrea,plumas erizadas,Respiración dificultosa,Debilidad,No
Pollo,Hinchazón facial,Lagrimeo,Diarrea,Anorexia,Secreción nasal,No
Pollo,pérdida de apetito,Depresión,Pierna paralizada,Pérdida de peso,Anemia,No
Pollo,Abatimiento,Pérdida de apetito,Crecimiento lento,Diarrea,Lesión,No
Pollo,Hinchazón severa,Respiración pesada,Diarrea,Pérdida de peso,Dolor,No
Pollo,Debilidad,Diarrea,Alta mortalidad,Deshidración,Anorexia,No
Mono,Fiebre,Hepatitis,Erupciones en la piel,Pérdida de peso,Dolor,No
Mono,Estornudos,Epistaxis,Tos,Dificultad para respirar,Secreción nasal,No
Mono,Estornudos,Secreción nasal unilateral,Arcadas,Náusea,Pérdida de peso,Yes
Mono,Fiebre,Depresión,Tos,Pérdida de peso,Anorexia,Yes
Mono,Respiración superficial,Halitosis,Tos,Letargo,Secreción nasal,Yes
Mono,Disnea,Estornudos,Tos,Dificultad para respirar,Infección,Yes
Mono,Disnea,Estornudos,Tos,Dificultad para respirar,Dolor,Yes
Mono,Fiebre,Rinorrea,Tos,Estornudos,Deshidración,Yes
Mono,Fiebre,Rinorrea,Tos,Edema facial,Disnea,Yes
Mono,Fiebre,Rinorrea,Tos,Estornudos,Secreción nasal,Yes
Mono,Mortalidad,Doloroso,Tos,Pérdida de peso,Secreción nasal,Yes
Mono,Erupciones en la piel,Diarrea,Muerte,Edema facial,Dolor,Yes
Mono,Fiebre,Disnea,Tos,Letargo,Pérdida de peso,Yes
Mono,Fiebre,Disnea,Tos,debilidad,Anorexia,Yes
Mono,Edema facial,Disnea,Conjuntivitis,Debilidad,Faringitis,Yes
Mono,Fiebre,Neumonía,Congestión,Letargo,Secreción nasal,Yes
Mono,Fiebre,Muerte,Tos,Pérdida de peso,Secreción nasal,Yes
Mono,Estornudos,Convulsión,Convulsionadores,Pérdida de peso,Secreción nasal,Yes
Mono,Fiebre,Muerte,Tos,Disnea,Anorexia,Yes
Mono,Disnea,Dificultad para respirar,Tos,Letargo,Secreción nasal,Yes
Mono,Saculitis aérea,Halitosis,Tos,Enteritis,Pérdida de peso,Yes
Mono,Fiebre,Convulsión,Muerte súbita,Retención de orina,Pérdida de peso,Yes
Mono,Disnea,Signo neurológico,Tos,Depresión,Anorexia,Yes
Mono,Fiebre,Disnea,Tos,Letargo,Anorexia,Yes
Mono,Respiración dificultosa,Disnea,Tos,Depresión,Anorexia,Yes
Mono,Sangre de la boca,Diarrea,Tos,Letargo,Pérdida de peso,Yes
Mono,Hemopitsis,Diarrea,Asintomático,Muerte,Epistaxis,Yes
Mono,Inquietud,Debilidad,Pajitas azules,Muerte,Dolor,Yes
Pájaros,Remiges despojados,Menos crecimiento de plumas,Plumas erizadas,Deficiencia de vitamina,Diarrea,Yes
Pájaros,Apatía,Depresión,Dilatación del duodeno,Pasta cloacal,Congestión,Yes
Pájaros,Lepatomegalia,Esplenomegalia,Vómitos,Hinchado,Sacudiendo la cabeza,Yes
Pájaros,Problema de equilibrio,Distensión abdominal,Parálisis del cuello,Pérdida de peso,Esfuerzos,Yes
Pájaros,Piernas largas,Paresia,Tos,Pérdida de peso,Dificultad para respirar,Yes
Pájaros,Fiebre,Garganta agria,Mortalidad,Dolores musculares,Anormalidades,Yes
Pájaros,Dificultad para alimentarse,Acicalarse,Debilidad,Crecimiento excesivo del pico,Anemia,Yes
Pájaros,Fiebre,Pérdida de apetito,Infección de oído,Depresión,Secreción nasal,Yes
Pájaros,Cuarenta ojos,Tortícolis,Debilidad,Hinchazón,Adelgazamiento,Yes
Pájaros,Inapetencia,Diarrea,Temblores de la cabeza,Deshidración,Pérdida de peso,Yes
Pájaros,Falta de caminar,Falta de vuelo,Rugoso,Deshidración,Esfuerzos,Yes
Pájaros,Erupciones en la piel,Pequeñas protuberancias amarillas,Hinchazón,Costras secas,Cojera,Yes
Pájaros,Costras en los pies, Enrojecimiento,Tráquea,Engrosamiento de la piel,Esfuerzos,Yes
Pájaros,Timo agrandado,Pulmones obstruidos,Letargo,Erupciones en la piel,Pérdida de peso,Yes
Pájaros,Pluma esponjosa,Pérdida de apetito,Tos,Vómitos,Ronquidos,Yes
Pájaros,Fiebre,Dificultad para respirar,Ojo amarillo,Estornudos,Diftérico,Yes
Pájaros,Respiración pesada,Amarillo en el pico,Cola_moviéndose,Debilidad,Dormir excesivamente,Yes
Pájaros,Pluma inflada,Comer menos,Dolor de cabeza,Ojo medio cerrado,Convulsiones,Yes
Pájaros,Fiebre,Diarrea,Abdomen hinchado,Vómitos,Dificultad para respirar,Yes
Pájaros,Movimiento de cola,Tirante,Letargo,Debilidad,Diarrea,Yes
Pájaros,Sobrepeso,Pérdida de apetito,Plumas erizadas,Depresión,Diarrea,Yes
Pájaros,Abatimiento,Pérdida de apetito,Estrés,Tos,Esfuerzos,Yes
Pájaros,Infección de la piel,Infección secundaria,Tos,Depresión,Sacudiendo la cabeza,Yes
Pájaros,Secreción de los ojos,Letargo,Tos,Estornudos,Fatiga,Yes
Pájaros,Fiebre,Escalofríos,Crecimiento retardado,Dolor en el pecho,Dolor en el pecho,Yes
Pájaros,Peine pálido,Aburrido,Muerte,Hinchazón de la articulación,Ojo cerrado,Yes
Pájaros,Letargo,Pérdida de apetito,Dificultad para tragar,Debilidad,Problema de visión,Yes
Pájaros,Adelgazamiento,Dificultad para respirar,Vómitos,Debilidad,Diarrea,Yes
Pájaros,Goteo de líquido,Agotamiento,Ataxia,Letargo,Convulsiones,Yes
Pájaros,Sin digerir en sus heces,Pérdida de apetito,Pérdida de pigmento,Debilidad,Sangriento en la pluma,Yes
Pájaros,Pluma afilada,Pluma en maza,Descarga de ojos,Pérdida de polvo hacia abajo,Diarrea,Yes
Pájaros,Aspecto ondulado,Pérdida de apetito,Vómitos,Gotas verdes,Secreción nasal,Yes
Pájaros,Senos paranasales,Párpados hinchados,Erupciones en la piel,Estornudos,Pico deforme,Yes
Pájaros,Pérdida de plumas,Desplume,Tos,Picor,Secreción nasal,Yes
Pájaros,Ojos llorosos,Ojo cerrado,Pérdida de peso,Estornudos,Problema nervioso,Yes
Pájaros,Lesión ósea,Erupciones en la piel,Ataxia,Anorexia,Debilidad,Yes
Pájaros,Temblor de cabeza y cuello,Ceguera,Patadas en el vientre,Ejercicio de tolerancia,Esfuerzos,Yes
Oveja,Vientre hinchado,Lo aburrido,Descargar,Micción,Acostado,Yes
Oveja,Fiebre,Lo aburrido,Depresión,Pérdida de peso,Anorexia,Yes
Oveja,Fiebre,Sucumbir,Propagación de la infección,Pérdida de peso,Anorexia,Yes
Oveja,Señales en carneros,Señales en oveja,Músculos subdesarrollados,Examen de semen,Reducir el marcado de la lámpara,Yes
Oveja,Espinas,Inusualmente delgado,Debilidad,Cráneos agrandados,Debilidad,Yes
Oveja, Descargar,Aborto repentino,Hemoglobinuria,Muerte del cordero,Pérdida de peso,Yes
Oveja,Fiebre,Anemia hemolítica,Sudores,congestión,Ictericia,Yes
Oveja,Fiebre,Cansancio,pérdida de apetito,Dolores musculares,Dolor en el pecho,Yes
Oveja,Exceso de salivación,Diarrea,Depresión,Secreción nasal,Debilidad,Yes
Oveja,Fiebre,Diarrea,Incoordinación,Aborto provocado, Envenenamiento de la sangre,Yes
Oveja,Fiebre,Debilitante,Deshidración,Debilidad,Debilidad,Yes
Oveja,Fiebre,Diarrea,Espasmos musculares,Cojera,Pérdida de peso,Yes
Oveja,Rechinar los dientes,Apatía,Deshidración,Estasis ruminal,Heces acuosas,No
Oveja,Fiebre,Depresión,Acostado,Pulso débil,Cólico,Yes
Oveja,Hinchazón,Cojera,Hiperestesia,Articulación del corvejón,Pérdida de peso,Yes
Oveja,Inclinación de la cabeza,Dando vueltas,Los músculos duelen,Ceguera,Convulsiones,Yes
Oveja,Disminución del crecimiento del hueso,Depresión,Gruñidos,Cojera,Pérdida de peso,Yes
Oveja,Abdomen izquierdo hinchado,Acostado,Asombroso,Micción,Extensión del cuello,Yes
Oveja,Cese de la eructación,Dificultad para respirar,Depresión,Anorexia,Cólico,Yes
Oveja,Fiebre,Salivación excesiva,Conformación anormal,Músculo ulcerado,Oído ulcerado,Yes
Oveja,Ovejas estériles,Aborto provocado,Mala conformación,Vellones peludos,Pérdida de peso,Yes
Oveja, Temblor,Viabilidad,Tos,Anorexia,Pérdida de peso,Yes
Oveja,Fiebre,Taquipea,Hinchazón de cabeza y cuello.,Anorexia,Secreción nasal,Yes
Oveja,Ahorro,Lesión de la piel,Cojera,Hinchazón en el cuerpo,Pérdida de peso,Yes
Oveja,Hinchazón,Calor,Flanco,Dolor,Secreción nasal,Yes
Oveja,Fiebre,Pérdida de apetito,Cojera,Grupa,Pérdida de peso,Yes
Oveja,Fiebre,Hinchazón,pérdida de apetito,Anorexia,Pérdida de peso,Yes
Oveja,Fiebre,Diarrea,Gotas de sangre,Malestar abdominal,Letargo,Yes
Oveja,Fiebre,Depresión,Intestino delgado,Muerte,Mortalidad del rebaño,Yes
Oveja,hemorragia,Color paja,Dolor abdominal,Muerte,El cadáver se descompone,Yes
Oveja,Diarrea sangrienta,Depresión,Lo aburrido,Muerte,Debilidad,Yes
Oveja,Movimiento a regañadientes,Pérdida de apetito,Cojera,Muerte,Debilidad,Yes
Oveja,Fiebre,Depresión,pérdida de apetito,Pérdida de apetito,Esfuerzos,Yes
Oveja,Fiebre,Dificultad para respirar,Letargo,Muerte,Esfuerzos,Yes
Oveja,Pobre lana,Pérdida de apetito,Cojera,Tamaño pequeño,Mala condición corporal,Yes
Oveja,Función inmunológica deficiente,Achomotrica,Deshidración,Muerte,Esfuerzos,Yes
Oveja,Dolor abdominal,Diarrea,Mala presentación,Choque,Anorexia,Yes
Oveja,Desproporción fetopélvica,Inercia uterina,Depresión,Muerte,Esfuerzos,Yes
Oveja,Desproporción de diarrea acuosa,Enfermo,Ulceración corneal,Pérdida de apetito,Muerte,Yes
